ClientID,Age,Gender,County,LoanHeldBefore,NoOfProductsHeld,AvgTxnAmt,NoOfTxns,LastTxnAmt,LoanFlag,IncomeCategory,MerCategory
845,48,0,Dublin,0,5,407.0,14,660.76,0,Lower Middle,Transport
846,67,0,Donegal,0,5,321.0,0,,0,Lower Middle,Unknown
847,27,0,Cork,0,3,59.0,0,,0,Low,Unknown
848,34,0,Cork,0,3,17.0,34,677.1,0,Low,Professional Services
849,38,0,Dublin,1,4,0.0,0,,0,Low,Unknown
850,66,1,Dublin,0,1,17.0,0,,0,Upper Middle,Unknown
851,54,0,Dublin,0,2,33.0,39,379.3,0,Upper,Transport
852,55,1,Dublin,0,3,19.0,0,,0,Lower Middle,Unknown
853,26,1,Dublin,0,4,0.0,73,749.04,0,Lower Middle,Groceries/Perishables
854,21,1,Dublin,0,5,106.0,83,84.17,0,Lower Middle,Restaurants/Dining
855,34,1,Dublin,0,1,0.0,21,787.17,0,Lower Middle,Education
856,41,1,Kilkenny,0,5,0.0,38,862.28,0,Lower Middle,Hardware
857,54,0,Dublin,0,1,1021.0,0,,0,Lower Middle,Unknown
858,34,1,Dublin,0,4,37.0,27,500.67,0,Lower Middle,Clothing
859,30,1,Dublin,0,3,119.0,40,31.73,0,Lower Middle,Accommodation
860,46,0,Cork,1,4,0.0,26,756.24,0,Lower Middle,Accommodation
861,20,1,Dublin,1,4,1937.0,5,97.68,0,Lower Middle,
862,59,1,Dublin,1,3,0.0,0,,0,Lower Middle,Unknown
863,60,0,Dublin,1,1,251.0,0,,0,Lower Middle,Unknown
864,29,1,Dublin,0,3,16.0,38,778.78,0,Upper Middle,Professional Services
865,40,1,Dublin,0,4,0.0,28,524.47,0,Lower Middle,Health
866,51,0,Clare,0,3,0.0,66,692.95,0,Upper Middle,Transport
867,24,0,Outside ROI,0,2,209.0,6,132.62,0,Lower Middle,Transport
868,59,0,Dublin,1,4,0.0,0,,0,Lower Middle,Unknown
869,59,1,Dublin,1,4,0.0,9,22.17,0,Lower Middle,Accommodation
870,46,1,Cork,0,5,0.0,0,,0,Lower Middle,Unknown
871,43,1,Dublin,0,4,0.0,0,,0,Lower Middle,Unknown
872,62,1,Dublin,0,5,1194.0,21,873.83,0,Lower Middle,Clothing
873,29,1,Cavan,1,3,1729.0,0,,0,Upper Middle,Unknown
874,63,0,Dublin,0,3,0.0,4,348.86,0,Upper Middle,Accommodation
875,20,0,Dublin,0,3,502.0,93,151.28,0,Lower Middle,Transport
876,68,0,Leitrim,1,3,960.0,0,,0,Lower Middle,Unknown
877,46,1,Longford,1,4,1125.0,37,212.04,0,Lower Middle,Transport
878,69,1,Laois,0,2,646.0,55,34.28,0,Upper Middle,Transport
879,51,0,Dublin,0,2,0.0,2,437.58,0,Upper Middle,Professional Services
880,29,0,Kerry,0,5,385.0,38,139.56,0,Lower Middle,Professional Services
881,28,1,Dublin,1,5,0.0,67,772.48,0,Upper Middle,Hardware
882,38,0,Kerry,1,3,0.0,31,681.52,0,Lower Middle,Transport
883,54,0,Kildare,0,3,1466.0,24,450.06,0,Upper,Retail
884,44,0,Dublin,0,1,430.0,37,139.94,0,Upper,Transport
885,42,1,Dublin,1,2,0.0,11,896.32,0,Upper Middle,Accommodation
886,21,0,Donegal,0,5,223.0,16,843.42,0,Upper,Retail
887,30,0,Dublin,0,1,14.0,0,,0,Upper Middle,Unknown
888,60,1,Laois,0,2,0.0,0,,0,Upper,Unknown
889,53,1,Dublin,0,1,1231.0,9,399.09,0,Upper Middle,Entertainment
890,58,0,Cork,0,2,409.0,18,801.22,0,Lower Middle,Clothing
891,43,0,Cork,1,4,0.0,64,291.02,0,Lower Middle,Accommodation
892,51,0,Clare,0,2,46.0,61,864.71,0,Lower Middle,Retail
893,39,1,Dublin,0,2,864.0,1,164.66,0,Lower Middle,Professional Services
894,53,1,Dublin,0,3,0.0,0,,0,Lower Middle,Unknown
895,55,0,Dublin,0,4,36.0,35,698.71,0,Low,Accommodation
896,36,0,Clare,0,4,12.0,8,318.07,0,Lower Middle,Professional Services
897,56,1,Dublin,0,4,2550.0,3,407.09,0,Lower Middle,Groceries/Perishables
898,38,0,Dublin,0,5,18.0,1,239.38,0,Lower Middle,Accommodation
899,24,0,Dublin,0,3,41.0,14,412.22,0,Lower Middle,
900,37,0,Mayo,1,2,0.0,20,83.58,0,Lower Middle,Transport
901,43,0,Dublin,0,1,60.0,2,334.02,0,Lower Middle,Accommodation
902,37,0,Kildare,1,2,70.0,85,563.65,1,Lower Middle,Professional Services
903,55,0,Tipperary,0,1,224.0,24,113.22,0,Lower Middle,Entertainment
904,68,1,Kildare,0,1,1134.0,0,,0,Lower Middle,Unknown
905,59,0,Cork,1,4,918.0,9,864.72,0,Upper,Hardware
906,52,1,Dublin,0,2,0.0,34,782.48,0,Lower Middle,Retail
907,61,1,Dublin,0,5,23.0,9,127.7,0,Lower Middle,Transport
908,44,1,Kerry,0,1,2897.0,7,897.73,0,Lower Middle,Health
909,70,1,Cork,0,3,291.0,0,,0,Upper Middle,Unknown
910,56,0,Meath,0,3,0.0,0,,0,Lower Middle,Unknown
911,49,1,Cork,0,4,0.0,32,528.04,0,Lower Middle,Transport
912,67,1,Cork,0,1,19.0,29,539.17,0,Lower Middle,Transport
913,35,1,Cork,0,2,219.0,6,398.14,0,Upper Middle,Entertainment
914,21,1,Dublin,0,1,0.0,15,471.63,0,Lower Middle,Professional Services
915,32,1,Dublin,0,5,0.0,0,,0,Upper,Unknown
916,24,0,Waterford,1,1,2083.0,34,355.14,0,Lower Middle,Retail
917,68,0,Cork,0,2,179.0,33,334.08,0,Upper Middle,Accommodation
918,35,1,Dublin,0,3,0.0,38,456.9,0,Lower Middle,Accommodation
919,45,0,Offaly,0,4,0.0,8,705.15,0,Upper Middle,Accommodation
920,34,1,Tipperary,1,1,0.0,0,,0,Lower Middle,Unknown
921,58,1,Dublin,0,1,0.0,0,,0,Lower Middle,Unknown
922,63,1,Cork,0,3,0.0,10,194.26,0,Lower Middle,Restaurants/Dining
923,51,1,Clare,0,3,0.0,1,765.03,0,Lower Middle,Health
924,45,0,Tipperary,0,3,0.0,18,610.77,0,Lower Middle,Accommodation
925,24,0,Galway,0,3,0.0,58,508.26,0,Upper,Transport
926,28,1,Dublin,1,2,350.0,1,401.88,0,Lower Middle,Professional Services
927,54,1,Dublin,1,5,0.0,0,,0,Upper Middle,Unknown
928,45,0,Kilkenny,1,5,0.0,0,,0,Lower Middle,Unknown
929,69,1,Dublin,1,3,0.0,25,175.5,0,Lower Middle,Accommodation
930,58,0,Kerry,0,3,23.0,0,,0,Low,Unknown
931,56,1,Dublin,0,2,1112.0,0,,0,Lower Middle,Unknown
932,60,1,Cavan,0,5,0.0,35,120.78,0,Upper Middle,Transport
933,35,1,Dublin,0,2,0.0,8,315.16,0,Lower Middle,Groceries/Perishables
934,33,0,Cavan,0,1,70.0,11,861.06,0,Lower Middle,Transport
935,26,1,Dublin,1,3,376.0,30,857.45,0,Upper,Accommodation
936,54,0,Louth,1,1,25.0,7,79.39,0,Lower Middle,Legal
937,37,0,Dublin,0,3,2634.0,0,,0,Lower Middle,Unknown
938,46,1,Longford,0,2,900.0,0,,0,Lower Middle,Unknown
939,61,1,Dublin,0,1,0.0,3,351.02,0,Upper,Accommodation
940,29,0,Dublin,0,2,144.0,0,,0,Lower Middle,Unknown
941,20,1,Meath,0,4,370.0,3,84.75,0,Lower Middle,Accommodation
942,60,0,Dublin,1,4,0.0,0,,0,Upper,Unknown
943,42,1,Limerick,0,1,0.0,0,,0,Upper,Unknown
944,23,1,Dublin,0,3,2991.0,0,,0,Lower Middle,Unknown
945,52,0,Louth,0,2,0.0,32,218.6,0,Lower Middle,Professional Services
946,39,1,Cavan,1,5,0.0,2,846.46,0,Lower Middle,Accommodation
947,69,0,Dublin,0,4,58.0,8,74.65,0,Upper Middle,Transport
948,65,1,Galway,0,1,0.0,5,773.38,0,Lower Middle,Groceries/Perishables
949,48,1,Dublin,0,4,206.0,5,661.74,0,Upper Middle,Accommodation
950,100,0,Dublin,0,5,90.0,0,,0,Upper Middle,Unknown
951,33,1,Meath,0,1,0.0,1,572.06,0,Lower Middle,Entertainment
952,50,1,Dublin,0,4,2630.0,5,823.56,0,Upper Middle,Transport
953,48,1,Limerick,0,1,316.0,21,188.57,0,Lower Middle,Professional Services
954,31,0,Dublin,0,3,41.0,0,,0,Lower Middle,Unknown
955,30,1,Dublin,0,3,0.0,23,657.14,0,Upper Middle,Misc
956,26,0,Cork,0,1,2115.0,29,171.75,0,Lower Middle,Accommodation
957,27,0,Dublin,0,3,0.0,23,639.27,0,Lower Middle,Accommodation
958,49,1,Donegal,0,2,1785.0,7,327.89,0,Upper Middle,Professional Services
959,40,1,Galway,1,2,0.0,38,222.7,0,Upper,Transport
960,66,0,Dublin,0,1,8782.0,0,,1,Upper Middle,Unknown
961,40,1,Dublin,0,3,31.0,0,,0,Lower Middle,Unknown
962,69,0,Cavan,1,1,134.0,8,446.21,0,Lower Middle,Transport
963,36,0,Dublin,0,5,1721.0,0,,0,Lower Middle,Unknown
964,35,0,Clare,0,3,0.0,0,,0,Lower Middle,Unknown
965,32,0,Limerick,0,2,0.0,10,467.49,0,Lower Middle,Accommodation
966,37,0,Clare,0,2,0.0,0,,0,Lower Middle,Unknown
967,55,1,Meath,0,2,30.0,0,,0,Upper Middle,Unknown
968,26,1,Dublin,1,3,0.0,99,280.34,1,Lower Middle,Legal
969,55,1,Clare,0,5,122.0,0,,0,Lower Middle,Unknown
970,54,1,Carlow,0,1,2756.0,40,73.05,0,Lower Middle,Retail
971,29,1,Cork,0,5,1846.0,0,,0,Lower Middle,Unknown
972,39,1,Dublin,0,1,428.0,0,,0,Lower Middle,Unknown
973,43,0,Dublin,0,4,16.0,0,,0,Lower Middle,Unknown
974,50,1,Dublin,1,5,0.0,1,825.65,0,Lower Middle,Misc
975,30,0,Cork,0,2,0.0,40,406.58,0,Upper Middle,Transport
976,43,1,Cork,1,5,0.0,0,,0,Lower Middle,Unknown
977,52,1,Longford,0,4,304.0,71,118.18,0,Lower Middle,Accommodation
978,62,0,Dublin,0,2,1036.0,0,,0,Upper,Unknown
979,66,0,Leitrim,0,4,0.0,79,789.94,0,Lower Middle,Accommodation
980,45,0,Dublin,1,1,0.0,0,,0,Lower Middle,Unknown
981,36,0,Cavan,0,4,1085.0,0,,0,Upper Middle,Unknown
982,67,0,Dublin,1,4,0.0,82,19.34,1,Lower Middle,Utilities
983,24,1,Dublin,0,5,2649.0,39,651.87,0,Lower Middle,Professional Services
984,24,1,Louth,0,1,111.0,75,588.54,0,Lower Middle,Entertainment
985,21,1,Cork,0,1,35.0,0,,0,Lower Middle,Unknown
986,47,0,Dublin,0,3,0.0,32,850.22,0,Upper Middle,Professional Services
987,36,0,Clare,0,4,1165.0,3,734.04,0,Upper Middle,Accommodation
988,57,1,Dublin,0,3,2659.0,0,,0,Lower Middle,Unknown
989,41,1,Dublin,0,5,0.0,57,250.29,0,Lower Middle,Accommodation
990,52,1,Dublin,1,3,2829.0,0,,0,Lower Middle,Unknown
991,63,1,Louth,1,1,0.0,1,812.94,0,Lower Middle,Retail
992,70,1,Dublin,0,1,44.0,47,377.85,0,Lower Middle,Professional Services
993,49,1,Dublin,0,3,7.0,0,,0,Lower Middle,Unknown
994,38,0,Cavan,1,3,989.0,32,629.7,0,Upper,Health
995,47,0,Kildare,0,1,0.0,0,,0,Lower Middle,Unknown
996,23,0,Cork,1,5,0.0,7,780.71,0,Upper Middle,Accommodation
997,42,1,Dublin,1,3,0.0,65,336.72,0,Lower Middle,Accommodation
998,30,1,Kilkenny,0,4,1000.0,1,585.52,0,Lower Middle,Professional Services
999,55,0,Louth,0,5,0.0,0,,0,Upper Middle,Unknown
1000,63,0,Cork,0,2,0.0,0,,0,Upper Middle,Unknown
1001,38,0,Cork,0,3,0.0,29,380.54,0,Lower Middle,Accommodation
1002,50,1,Dublin,0,1,881.0,1,687.73,0,Upper Middle,Hardware
1003,63,1,Waterford,1,3,0.0,0,,0,Upper,Unknown
1004,41,0,Dublin,0,3,0.0,0,,0,Lower Middle,Unknown
1005,37,1,Dublin,0,4,45.0,6,146.46,0,Upper,Accommodation
1006,41,1,Clare,0,5,0.0,0,,0,Lower Middle,Unknown
1007,66,1,Donegal,0,3,0.0,3,185.68,0,Lower Middle,
1008,20,1,Cavan,0,3,0.0,2,381.21,0,Upper Middle,Electrical Goods
1009,28,0,Galway,0,2,210.0,14,106.68,0,Lower Middle,Retail
1010,47,0,Dublin,1,1,0.0,27,354.6,0,Lower Middle,Hardware
1011,58,1,Dublin,0,1,0.0,0,,0,Lower Middle,Unknown
1012,21,0,Meath,0,5,0.0,26,566.24,0,Upper,Accommodation
1013,67,1,Dublin,0,1,0.0,88,84.55,0,Lower Middle,Transport
1014,57,0,Limerick,0,5,0.0,0,,0,Upper Middle,Unknown
1015,30,0,Offaly,0,1,0.0,2,755.84,0,Lower Middle,Transport
1016,51,1,Waterford,0,2,44.0,39,337.93,0,Upper Middle,Accommodation
1017,47,1,Dublin,1,5,403.0,14,628.17,0,Upper,Transport
1018,25,0,Limerick,0,1,2286.0,93,210.91,1,Upper Middle,Accommodation
1019,64,1,Limerick,0,4,0.0,2,87.21,0,Lower Middle,Accommodation
1020,53,0,Offaly,0,2,1751.0,22,122.48,0,Upper Middle,Accommodation
1021,28,0,Dublin,1,2,0.0,0,,0,Lower Middle,Unknown
1022,59,1,Dublin,0,1,1919.0,80,885.74,0,Low,Transport
1023,56,0,Longford,0,5,0.0,11,642.03,0,Lower Middle,Transport
1024,37,1,Dublin,0,5,279.0,0,,0,Lower Middle,Unknown
1025,69,0,Cork,0,4,0.0,16,898.34,0,Lower Middle,Groceries/Perishables
1026,67,0,Cork,0,4,8125.0,31,257.81,1,Lower Middle,Accommodation
1027,63,0,Cork,0,2,2815.0,2,143.81,0,Lower Middle,Retail
1028,64,1,Dublin,0,5,3523.0,88,771.94,1,Lower Middle,Professional Services
1029,63,0,Kilkenny,1,1,339.0,48,485.37,0,Upper,Transport
1030,20,0,Dublin,0,2,90.0,31,304.23,0,Upper Middle,Accommodation
1031,40,0,Dublin,0,1,1144.0,14,812.94,0,Lower Middle,Transport
1032,67,1,Dublin,0,5,151.0,12,215.08,0,Lower Middle,Transport
1033,58,1,Cork,0,1,0.0,36,356.38,0,Lower Middle,Accommodation
1034,33,1,Waterford,1,2,0.0,62,321.91,0,Upper Middle,Accommodation
1035,29,0,Dublin,0,3,471.0,38,113.78,0,Lower Middle,Professional Services
1036,30,1,Longford,0,2,1808.0,20,596.2,0,Lower Middle,Accommodation
1037,43,0,Dublin,0,1,0.0,0,,0,Lower Middle,Unknown
1038,32,1,Monaghan,0,4,0.0,9,680.28,0,Lower Middle,Professional Services
1039,65,1,Dublin,0,3,0.0,26,276.13,0,Upper Middle,Transport
1040,52,0,Dublin,0,4,1043.0,17,562.27,0,Upper Middle,Transport
1041,62,0,Dublin,0,3,86.0,6,563.47,0,Upper Middle,Transport
1042,46,1,Dublin,0,3,1063.0,30,411.95,0,Lower Middle,Professional Services
1043,53,1,Galway,1,2,362.0,25,888.54,0,Lower Middle,Legal
1044,68,1,Galway,0,1,183.0,0,,0,Lower Middle,Unknown
1045,61,0,Dublin,0,2,1704.0,12,412.88,0,Lower Middle,Professional Services
1046,37,1,Kildare,0,5,0.0,0,,0,Lower Middle,Unknown
1047,21,0,Dublin,1,3,516.0,0,,0,Lower Middle,Unknown
1048,52,1,Dublin,0,5,1143.0,0,,0,Lower Middle,Unknown
1049,34,0,Cork,0,4,149.0,14,895.51,0,Upper Middle,Accommodation
1050,42,1,Cavan,0,2,57.0,33,601.67,0,Lower Middle,Transport
1051,46,1,Cork,0,2,319.0,22,410.07,0,Upper,Professional Services
1052,21,0,Cork,1,3,1250.0,38,568.35,0,Lower Middle,
1053,48,0,Dublin,0,5,15.0,3,612.71,0,Lower Middle,Retail
1054,63,0,Laois,1,2,426.0,6,342.11,0,Upper Middle,Accommodation
1055,46,1,Carlow,0,4,0.0,6,193.78,0,Lower Middle,Entertainment
1056,42,1,Dublin,0,3,2093.0,34,539.88,0,Lower Middle,Accommodation
1057,66,0,Dublin,0,1,26.0,49,453.05,0,Upper Middle,Retail
1058,33,1,Clare,0,5,0.0,0,,0,Lower Middle,Unknown
1059,52,1,Cork,0,5,2764.0,4,532.02,0,Lower Middle,Transport
1060,41,1,Dublin,0,2,748.0,86,797.49,0,Lower Middle,
1061,48,0,Dublin,0,1,0.0,35,454.22,0,Lower Middle,Accommodation
1062,42,1,Longford,0,5,0.0,49,309.99,0,Lower Middle,Accommodation
1063,70,0,Dublin,1,4,247.0,0,,0,Lower Middle,Unknown
1064,60,0,Louth,0,4,1211.0,2,707.13,0,Lower Middle,
1065,69,1,Cork,0,5,1200.0,38,340.41,0,Upper Middle,Hardware
1066,21,0,Dublin,0,2,0.0,11,636.11,0,Upper Middle,Groceries/Perishables
1067,29,1,Cork,0,1,2420.0,0,,0,Lower Middle,Unknown
1068,38,0,Offaly,0,5,2581.0,0,,0,Lower Middle,Unknown
1069,59,0,Cork,0,5,0.0,0,,0,Lower Middle,Unknown
1070,29,0,Dublin,0,3,491.0,19,12.54,0,Upper,Accommodation
1071,27,0,Kerry,0,4,436.0,3,238.61,0,Lower Middle,Professional Services
1072,30,1,Dublin,0,2,0.0,0,,0,Lower Middle,Unknown
1073,51,1,Cork,0,3,0.0,0,,0,Lower Middle,Unknown
1074,68,0,Cork,1,2,1030.0,29,669.94,0,Lower Middle,Utilities
1075,68,0,Mayo,0,2,0.0,25,201.28,0,Lower Middle,Professional Services
1076,51,0,Cork,0,2,2898.0,0,,0,Lower Middle,Unknown
1077,38,1,Cork,0,4,71.0,18,401.55,0,Lower Middle,Accommodation
1078,51,0,Dublin,0,4,0.0,0,,0,Lower Middle,Unknown
1079,45,0,Limerick,1,2,0.0,0,,0,Lower Middle,Unknown
1080,64,0,Outside ROI,0,3,419.0,2,862.78,0,Lower Middle,Accommodation
1081,38,1,Waterford,0,2,0.0,14,598.53,0,Lower Middle,Transport
1082,57,1,Cork,1,5,2490.0,0,,0,Lower Middle,Unknown
1083,26,0,Cork,1,3,201.0,36,771.6,0,Lower Middle,
1084,37,0,Dublin,0,2,178.0,25,274.69,0,Upper Middle,Hardware
1085,57,1,Cork,1,5,0.0,10,229.56,0,Upper Middle,Entertainment
1086,47,1,Dublin,0,4,0.0,0,,0,Lower Middle,Unknown
1087,47,0,Dublin,0,5,0.0,33,301.15,0,Upper Middle,Transport
1088,68,0,Dublin,0,3,945.0,0,,0,Lower Middle,Unknown
1089,32,1,Limerick,0,2,0.0,0,,0,Lower Middle,Unknown
1090,64,1,Louth,0,5,1940.0,0,,0,Lower Middle,Unknown
1091,63,1,Dublin,0,4,0.0,0,,0,Upper Middle,Unknown
1092,45,1,Kerry,0,4,1213.0,35,807.19,0,Lower Middle,Retail
1093,53,1,Cavan,0,4,0.0,21,390.84,0,Upper,Retail
1094,47,0,Cork,1,3,0.0,18,508.83,0,Upper Middle,Accommodation
1095,36,0,Dublin,0,4,0.0,0,,0,Lower Middle,Unknown
1096,48,1,Dublin,0,4,1232.0,25,883.25,0,Lower Middle,Entertainment
1097,30,0,Dublin,1,3,195.0,0,,0,Upper Middle,Unknown
1098,51,0,Waterford,0,3,0.0,0,,0,Upper Middle,Unknown
1099,70,1,Dublin,0,1,0.0,1,747.45,0,Lower Middle,Accommodation
1100,33,1,Dublin,0,4,222.0,1,280.05,0,Lower Middle,Transport
1101,53,1,Dublin,0,2,0.0,40,697.28,0,Lower Middle,Transport
1102,25,1,Dublin,1,5,94.0,0,,0,Lower Middle,Unknown
1103,35,1,Laois,0,5,0.0,13,684.25,0,Lower Middle,Accommodation
1104,70,1,Waterford,0,5,0.0,0,,0,Lower Middle,Unknown
1105,51,1,Clare,0,3,67.0,16,339.62,0,Upper,Restaurants/Dining
1106,70,0,Cork,0,4,171.0,0,,0,Lower Middle,Unknown
1107,37,1,Dublin,0,2,2182.0,9,806.13,0,Lower Middle,Transport
1108,41,0,Dublin,1,2,0.0,92,355.87,1,Lower Middle,Entertainment
1109,35,0,Cavan,0,5,0.0,11,363.85,0,Upper Middle,Accommodation
1110,67,0,Cork,0,1,1806.0,0,,0,Lower Middle,Unknown
1111,23,1,Offaly,0,1,491.0,3,878.72,0,Lower Middle,Hardware
1112,67,1,Dublin,0,4,201.0,0,,0,Lower Middle,Unknown
1113,31,0,Cavan,0,2,0.0,17,115.91,0,Lower Middle,Transport
1114,61,0,Dublin,0,4,1936.0,0,,0,Lower Middle,Unknown
1115,26,0,Tipperary,0,5,0.0,0,,0,Upper Middle,Unknown
1116,20,0,Dublin,0,5,0.0,29,81.99,0,Upper,Accommodation
1117,51,1,Clare,0,4,107.0,0,,0,Lower Middle,Unknown
1118,47,0,Dublin,1,4,24.0,0,,0,Lower Middle,Unknown
1119,60,0,Dublin,0,5,1485.0,63,731.6,0,Upper,Accommodation
1120,27,1,Dublin,0,3,15.0,5,558.49,0,Upper Middle,Transport
1121,31,1,Dublin,0,4,2296.0,38,626.47,0,Lower Middle,Hardware
1122,42,0,Dublin,0,5,1148.0,0,,0,Upper Middle,Unknown
1123,22,1,Cork,0,1,0.0,2,438.42,0,Lower Middle,Transport
1124,51,1,Louth,0,2,1182.0,95,615.98,0,Lower Middle,Professional Services
1125,37,1,Dublin,0,3,23.0,14,373.07,0,Lower Middle,Professional Services
1126,50,0,Cork,1,5,0.0,0,,0,Upper,Unknown
1127,61,1,Cork,1,3,0.0,5,53.08,0,Lower Middle,Accommodation
1128,53,1,Dublin,0,5,0.0,7,513.74,0,Lower Middle,Accommodation
1129,33,0,Cavan,1,5,0.0,80,127.84,0,Lower Middle,Transport
1130,68,0,Longford,0,1,0.0,6,516.06,0,Lower Middle,Transport
1131,45,0,Mayo,1,4,559.0,0,,0,Lower Middle,Unknown
1132,43,1,Dublin,0,1,0.0,35,692.93,0,Lower Middle,Hardware
1133,56,1,Dublin,1,4,4794.0,27,70.08,1,Upper,Accommodation
1134,60,0,Cork,0,1,1021.0,2,616.69,0,Lower Middle,Memberships
1135,55,0,Wicklow,0,3,1041.0,1,553.27,0,Upper Middle,Entertainment
1136,67,1,Louth,0,3,971.0,0,,0,Upper,Unknown
1137,58,0,Leitrim,0,3,0.0,72,167.14,0,Upper,Retail
1138,51,0,Offaly,0,1,384.0,35,6.17,0,Low,Transport
1139,52,0,Tipperary,0,3,10.0,0,,0,Lower Middle,Unknown
1140,38,0,Leitrim,0,1,0.0,3,589.98,0,Upper,Transport
1141,46,0,Mayo,1,1,98.0,30,714.03,0,Lower Middle,Hardware
1142,34,0,Offaly,0,2,0.0,0,,0,Lower Middle,Unknown
1143,39,1,Dublin,0,5,0.0,0,,0,Upper,Unknown
1144,34,1,Cork,0,3,0.0,0,,0,Lower Middle,Unknown
1145,65,0,Dublin,0,1,1040.0,54,172.63,0,Upper,Health
1146,45,1,Carlow,0,3,0.0,0,,0,Lower Middle,Unknown
1147,50,0,Dublin,0,2,44.0,5,665.1,0,Lower Middle,Professional Services
1148,55,1,Cork,0,3,0.0,29,206.16,0,Lower Middle,Clothing
1149,29,0,Dublin,0,3,5.0,18,797.23,0,Lower Middle,Professional Services
1150,25,1,Clare,0,4,0.0,0,,0,Lower Middle,Unknown
1151,46,0,Dublin,0,1,0.0,73,700.44,0,Lower Middle,Accommodation
1152,57,0,Meath,1,3,0.0,4,525.06,0,Upper Middle,Entertainment
1153,70,0,Dublin,0,1,403.0,0,,0,Upper Middle,Unknown
1154,22,1,Dublin,0,4,0.0,0,,0,Lower Middle,Unknown
1155,60,0,Kerry,0,5,0.0,33,869.99,0,Upper Middle,Financial Services
1156,44,1,Dublin,0,3,1159.0,54,186.98,0,Lower Middle,Transport
1157,26,0,Wicklow,0,1,957.0,0,,0,Upper Middle,Unknown
1158,66,1,Monaghan,1,1,1191.0,37,526.98,0,Lower Middle,Transport
1159,61,0,Cork,0,1,0.0,39,673.89,0,Upper Middle,Retail
1160,66,1,Cork,0,1,56.0,2,799.52,0,Lower Middle,Transport
1161,38,1,Monaghan,1,1,388.0,25,657.44,0,Lower Middle,Transport
1162,22,0,Dublin,0,5,65.0,33,409.53,0,Lower Middle,Transport
1163,21,1,Limerick,0,1,0.0,1,249.84,0,Lower Middle,Transport
1164,22,1,Waterford,1,3,0.0,76,190.27,0,Lower Middle,Transport
1165,40,1,Dublin,1,3,0.0,21,294.49,0,Upper Middle,Transport
1166,36,1,Wicklow,0,5,880.0,30,26.17,0,Upper,Accommodation
1167,29,0,Donegal,0,5,0.0,79,48.67,0,Lower Middle,Transport
1168,21,0,Kilkenny,0,4,0.0,19,145.18,0,Upper,Professional Services
1169,63,1,Cork,1,1,68.0,0,,0,Lower Middle,Unknown
1170,46,1,Kilkenny,0,4,323.0,0,,0,Upper Middle,Unknown
1171,38,0,Dublin,0,1,313.0,16,350.8,0,Lower Middle,Retail
1172,40,0,Donegal,0,2,219.0,3,784.92,0,Lower Middle,Office Equipment
1173,23,1,Dublin,0,3,1802.0,0,,0,Lower Middle,Unknown
1174,66,1,Dublin,0,3,0.0,8,778.27,0,Lower Middle,Transport
1175,52,0,Dublin,1,3,54.0,0,,0,Lower Middle,Unknown
1176,44,1,Monaghan,0,1,1530.0,29,78.5,0,Lower Middle,Retail
1177,24,1,Longford,0,4,314.0,33,607.0,0,Lower Middle,Retail
1178,24,0,Dublin,0,5,0.0,0,,0,Lower Middle,Unknown
1179,51,0,Cork,0,5,2674.0,32,553.61,0,Lower Middle,Groceries/Perishables
1180,41,1,Louth,1,4,0.0,0,,0,Lower Middle,Unknown
1181,50,0,Galway,0,4,0.0,20,467.01,0,Lower Middle,Hardware
1182,60,1,Mayo,0,2,1211.0,0,,0,Lower Middle,Unknown
1183,30,1,Dublin,1,4,2935.0,0,,0,Upper Middle,Unknown
1184,59,0,Waterford,0,2,0.0,0,,0,Upper Middle,Unknown
1185,37,1,Dublin,0,1,6.0,62,577.62,0,Lower Middle,Transport
1186,69,1,Carlow,0,2,0.0,9,739.8,0,Upper Middle,Professional Services
1187,20,0,Offaly,1,2,0.0,0,,0,Upper Middle,Unknown
1188,44,1,Dublin,1,5,0.0,17,530.93,0,Upper,Transport
1189,54,0,Dublin,0,5,2912.0,0,,0,Lower Middle,Unknown
1190,46,1,Cork,0,2,2199.0,0,,0,Lower Middle,Unknown
1191,59,1,Dublin,1,1,0.0,0,,0,Lower Middle,Unknown
1192,58,0,Meath,0,2,2451.0,0,,0,Lower Middle,Unknown
1193,55,1,Dublin,0,1,0.0,25,379.18,0,Lower Middle,Accommodation
1194,22,1,Dublin,1,1,65.0,0,,0,Upper Middle,Unknown
1195,41,1,Donegal,0,5,6397.0,18,774.26,1,Lower Middle,Accommodation
1196,47,0,Dublin,0,5,0.0,0,,0,Upper,Unknown
1197,44,1,Cork,0,5,971.0,0,,0,Lower Middle,Unknown
1198,56,1,Longford,1,4,0.0,0,,0,Lower Middle,Unknown
1199,28,1,Wicklow,0,2,0.0,28,394.93,0,Lower Middle,Retail
1200,68,0,Dublin,1,2,2326.0,10,615.23,0,Lower Middle,Accommodation
1201,33,0,Dublin,0,1,0.0,0,,0,Upper Middle,Unknown
1202,33,0,Dublin,0,4,0.0,1,786.01,0,Lower Middle,Transport
1203,46,0,Cork,1,4,0.0,0,,0,Lower Middle,Unknown
1204,68,0,Cork,0,3,512.0,2,657.73,0,Lower Middle,Accommodation
1205,56,0,Louth,0,4,1419.0,0,,0,Lower Middle,Unknown
1206,34,0,Dublin,0,4,0.0,0,,0,Lower Middle,Unknown
1207,29,0,Dublin,0,3,921.0,9,882.45,0,Lower Middle,Accommodation
1208,51,0,Galway,1,1,216.0,7,544.98,0,Lower Middle,Accommodation
