Client ID,Uptake Rate,Likelihood Category
10847,0.07,Very Low Likelihood
10848,0.219,Very Low Likelihood
10849,0.338,Very Low Likelihood
10850,0.324,Very Low Likelihood
10851,0.401,Very Low Likelihood
10852,1.853,Very Low Likelihood
10853,2.456,Very Low Likelihood
10854,0.276,Very Low Likelihood
10855,5.26,Very Low Likelihood
10856,0.236,Very Low Likelihood
10857,0.138,Very Low Likelihood
10858,0.183,Very Low Likelihood
10859,0.6,Very Low Likelihood
10860,0.178,Very Low Likelihood
10861,0.421,Very Low Likelihood
10862,0.224,Very Low Likelihood
10863,2.454,Very Low Likelihood
10864,3.75,Very Low Likelihood
10865,1.061,Very Low Likelihood
10866,0.217,Very Low Likelihood
10867,0.185,Very Low Likelihood
10868,0.371,Very Low Likelihood
10869,0.63,Very Low Likelihood
10870,0.415,Very Low Likelihood
10871,4.403,Very Low Likelihood
10872,57.096,Medium Likelihood
10873,0.143,Very Low Likelihood
10874,0.189,Very Low Likelihood
10875,0.363,Very Low Likelihood
10876,0.164,Very Low Likelihood
10877,0.267,Very Low Likelihood
10878,0.264,Very Low Likelihood
10879,0.179,Very Low Likelihood
10880,3.684,Very Low Likelihood
10881,0.165,Very Low Likelihood
10882,0.261,Very Low Likelihood
10883,20.399,Very Low Likelihood
10884,0.446,Very Low Likelihood
10885,0.288,Very Low Likelihood
10886,6.024,Very Low Likelihood
10887,0.223,Very Low Likelihood
10888,0.434,Very Low Likelihood
10889,0.328,Very Low Likelihood
10890,0.185,Very Low Likelihood
10891,0.396,Very Low Likelihood
10892,0.891,Very Low Likelihood
10893,6.939,Very Low Likelihood
10894,0.19,Very Low Likelihood
10895,0.266,Very Low Likelihood
10896,0.621,Very Low Likelihood
10897,5.469,Very Low Likelihood
10898,0.42,Very Low Likelihood
10899,0.101,Very Low Likelihood
10900,0.299,Very Low Likelihood
10901,0.26,Very Low Likelihood
10902,0.375,Very Low Likelihood
10903,4.026,Very Low Likelihood
10904,0.231,Very Low Likelihood
10905,5.939,Very Low Likelihood
10906,0.27,Very Low Likelihood
10907,0.264,Very Low Likelihood
10908,16.014,Very Low Likelihood
10909,0.282,Very Low Likelihood
10910,2.869,Very Low Likelihood
10911,0.252,Very Low Likelihood
10912,0.412,Very Low Likelihood
10913,2.372,Very Low Likelihood
10914,0.457,Very Low Likelihood
10915,0.287,Very Low Likelihood
10916,12.367,Very Low Likelihood
10917,0.327,Very Low Likelihood
10918,0.324,Very Low Likelihood
10919,0.221,Very Low Likelihood
10920,0.535,Very Low Likelihood
10921,2.194,Very Low Likelihood
10922,3.995,Very Low Likelihood
10923,0.245,Very Low Likelihood
10924,0.335,Very Low Likelihood
10925,0.153,Very Low Likelihood
10926,0.319,Very Low Likelihood
10927,2.397,Very Low Likelihood
10928,1.386,Very Low Likelihood
10929,0.408,Very Low Likelihood
10930,0.259,Very Low Likelihood
10931,2.105,Very Low Likelihood
10932,0.273,Very Low Likelihood
10933,0.321,Very Low Likelihood
10934,0.359,Very Low Likelihood
10935,3.49,Very Low Likelihood
10936,1.136,Very Low Likelihood
10937,49.131,Low Likelihood
10938,3.116,Very Low Likelihood
10939,0.261,Very Low Likelihood
10940,1.06,Very Low Likelihood
10941,7.583,Very Low Likelihood
10942,9.774,Very Low Likelihood
10943,1.775,Very Low Likelihood
10944,0.928,Very Low Likelihood
10945,20.133,Very Low Likelihood
10946,0.278,Very Low Likelihood
10947,0.25,Very Low Likelihood
10948,0.566,Very Low Likelihood
10949,54.038,Medium Likelihood
10950,1.631,Very Low Likelihood
10951,0.379,Very Low Likelihood
10952,1.681,Very Low Likelihood
10953,5.478,Very Low Likelihood
10954,0.737,Very Low Likelihood
10955,4.401,Very Low Likelihood
10956,0.551,Very Low Likelihood
10957,46.03,Low Likelihood
10958,1.462,Very Low Likelihood
10959,2.147,Very Low Likelihood
10960,6.567,Very Low Likelihood
10961,20.154,Very Low Likelihood
10962,3.317,Very Low Likelihood
10963,12.754,Very Low Likelihood
10964,0.658,Very Low Likelihood
10965,61.507,Medium Likelihood
10966,1.623,Very Low Likelihood
10967,4.389,Very Low Likelihood
10968,3.308,Very Low Likelihood
10969,9.454,Very Low Likelihood
10970,0.449,Very Low Likelihood
10971,0.675,Very Low Likelihood
10972,1.245,Very Low Likelihood
10973,51.078,Medium Likelihood
10974,0.331,Very Low Likelihood
10975,4.719,Very Low Likelihood
10976,2.966,Very Low Likelihood
10977,59.646,Medium Likelihood
10978,1.984,Very Low Likelihood
10979,0.49,Very Low Likelihood
10980,0.179,Very Low Likelihood
10981,40.945,Low Likelihood
10982,0.173,Very Low Likelihood
10983,0.642,Very Low Likelihood
10984,1.825,Very Low Likelihood
10985,15.278,Very Low Likelihood
10986,4.209,Very Low Likelihood
10987,0.434,Very Low Likelihood
10988,4.393,Very Low Likelihood
10989,58.133,Medium Likelihood
10990,1.793,Very Low Likelihood
10991,1.536,Very Low Likelihood
10992,1.511,Very Low Likelihood
10993,66.589,Medium Likelihood
10994,0.598,Very Low Likelihood
10995,1.608,Very Low Likelihood
10996,0.398,Very Low Likelihood
10997,7.025,Very Low Likelihood
10998,0.562,Very Low Likelihood
10999,8.053,Very Low Likelihood
11000,0.602,Very Low Likelihood
11001,29.662,Low Likelihood
11002,2.547,Very Low Likelihood
11003,0.637,Very Low Likelihood
11004,10.928,Very Low Likelihood
11005,69.693,Medium Likelihood
11006,0.305,Very Low Likelihood
11007,0.302,Very Low Likelihood
11008,5.919,Very Low Likelihood
11009,8.113,Very Low Likelihood
11010,2.245,Very Low Likelihood
11011,3.313,Very Low Likelihood
11012,0.358,Very Low Likelihood
11013,25.304,Low Likelihood
11014,12.976,Very Low Likelihood
11015,1.673,Very Low Likelihood
11016,4.971,Very Low Likelihood
11017,37.251,Low Likelihood
11018,1.2,Very Low Likelihood
11019,3.414,Very Low Likelihood
11020,0.815,Very Low Likelihood
11021,13.988,Very Low Likelihood
11022,0.907,Very Low Likelihood
11023,0.311,Very Low Likelihood
11024,2.955,Very Low Likelihood
11025,62.472,Medium Likelihood
11026,2.637,Very Low Likelihood
11027,12.703,Very Low Likelihood
11028,5.738,Very Low Likelihood
11029,23.172,Very Low Likelihood
11030,3.365,Very Low Likelihood
11031,0.343,Very Low Likelihood
11032,0.475,Very Low Likelihood
11033,68.744,Medium Likelihood
11034,0.758,Very Low Likelihood
11035,0.731,Very Low Likelihood
11036,1.863,Very Low Likelihood
11037,26.691,Low Likelihood
11038,8.915,Very Low Likelihood
11039,17.19,Very Low Likelihood
11040,0.246,Very Low Likelihood
11041,26.362,Low Likelihood
11042,1.359,Very Low Likelihood
11043,12.427,Very Low Likelihood
11044,0.553,Very Low Likelihood
11045,8.652,Very Low Likelihood
11046,0.724,Very Low Likelihood
11047,7.522,Very Low Likelihood
11048,0.726,Very Low Likelihood
11049,45.159,Low Likelihood
11050,0.651,Very Low Likelihood
11051,6.56,Very Low Likelihood
11052,2.327,Very Low Likelihood
11053,27.361,Low Likelihood
11054,6.217,Very Low Likelihood
11055,0.989,Very Low Likelihood
11056,0.762,Very Low Likelihood
11057,8.493,Very Low Likelihood
11058,7.433,Very Low Likelihood
11059,0.601,Very Low Likelihood
11060,6.17,Very Low Likelihood
11061,24.677,Very Low Likelihood
11062,0.849,Very Low Likelihood
11063,2.366,Very Low Likelihood
11064,3.758,Very Low Likelihood
11065,63.786,Medium Likelihood
11066,0.58,Very Low Likelihood
11067,0.403,Very Low Likelihood
11068,2.327,Very Low Likelihood
11069,24.035,Very Low Likelihood
11070,3.448,Very Low Likelihood
11071,1.396,Very Low Likelihood
11072,2.709,Very Low Likelihood
11073,4.921,Very Low Likelihood
11074,7.615,Very Low Likelihood
11075,0.936,Very Low Likelihood
11076,19.877,Very Low Likelihood
11077,60.511,Medium Likelihood
11078,1.49,Very Low Likelihood
11079,5.236,Very Low Likelihood
11080,2.328,Very Low Likelihood
11081,38.273,Low Likelihood
11082,5.902,Very Low Likelihood
11083,1.495,Very Low Likelihood
11084,1.037,Very Low Likelihood
11085,35.007,Low Likelihood
11086,0.476,Very Low Likelihood
11087,8.401,Very Low Likelihood
11088,1.924,Very Low Likelihood
11089,41.193,Low Likelihood
11090,13.772,Very Low Likelihood
11091,0.231,Very Low Likelihood
11092,0.461,Very Low Likelihood
11093,72.183,High Likelihood
11094,0.518,Very Low Likelihood
11095,0.318,Very Low Likelihood
11096,0.227,Very Low Likelihood
11097,66.845,Medium Likelihood
11098,0.391,Very Low Likelihood
11099,0.342,Very Low Likelihood
11100,4.196,Very Low Likelihood
11101,4.259,Very Low Likelihood
11102,0.608,Very Low Likelihood
11103,0.558,Very Low Likelihood
11104,0.232,Very Low Likelihood
11105,14.377,Very Low Likelihood
11106,3.321,Very Low Likelihood
11107,2.045,Very Low Likelihood
11108,0.76,Very Low Likelihood
11109,20.342,Very Low Likelihood
11110,4.6,Very Low Likelihood
11111,1.887,Very Low Likelihood
11112,5.413,Very Low Likelihood
11113,2.1,Very Low Likelihood
11114,0.287,Very Low Likelihood
11115,1.136,Very Low Likelihood
11116,13.037,Very Low Likelihood
11117,4.361,Very Low Likelihood
11118,3.489,Very Low Likelihood
11119,1.835,Very Low Likelihood
11120,9.083,Very Low Likelihood
11121,64.054,Medium Likelihood
11122,3.721,Very Low Likelihood
11123,1.167,Very Low Likelihood
11124,1.642,Very Low Likelihood
11125,17.554,Very Low Likelihood
11126,8.26,Very Low Likelihood
11127,2.102,Very Low Likelihood
11128,0.535,Very Low Likelihood
11129,6.64,Very Low Likelihood
11130,1.373,Very Low Likelihood
11131,0.264,Very Low Likelihood
11132,1.069,Very Low Likelihood
11133,47.186,Low Likelihood
11134,1.298,Very Low Likelihood
11135,4.002,Very Low Likelihood
11136,8.842,Very Low Likelihood
11137,57.32,Medium Likelihood
11138,0.653,Very Low Likelihood
11139,11.16,Very Low Likelihood
11140,1.529,Very Low Likelihood
11141,61.61,Medium Likelihood
11142,2.766,Very Low Likelihood
11143,10.44,Very Low Likelihood
11144,4.987,Very Low Likelihood
11145,9.532,Very Low Likelihood
11146,0.875,Very Low Likelihood
11147,0.352,Very Low Likelihood
11148,0.853,Very Low Likelihood
11149,28.883,Low Likelihood
11150,1.546,Very Low Likelihood
11151,0.559,Very Low Likelihood
11152,0.601,Very Low Likelihood
11153,18.692,Very Low Likelihood
11154,3.728,Very Low Likelihood
11155,0.711,Very Low Likelihood
11156,1.004,Very Low Likelihood
11157,25.221,Low Likelihood
11158,0.629,Very Low Likelihood
11159,5.407,Very Low Likelihood
11160,0.65,Very Low Likelihood
11161,43.341,Low Likelihood
11162,0.35,Very Low Likelihood
11163,5.753,Very Low Likelihood
11164,4.731,Very Low Likelihood
11165,34.243,Low Likelihood
11166,0.211,Very Low Likelihood
11167,2.812,Very Low Likelihood
11168,2.727,Very Low Likelihood
11169,60.057,Medium Likelihood
11170,3.221,Very Low Likelihood
11171,0.641,Very Low Likelihood
11172,0.268,Very Low Likelihood
11173,53.06,Medium Likelihood
11174,8.807,Very Low Likelihood
11175,3.683,Very Low Likelihood
11176,0.276,Very Low Likelihood
11177,11.129,Very Low Likelihood
11178,2.736,Very Low Likelihood
11179,12.896,Very Low Likelihood
11180,4.231,Very Low Likelihood
11181,18.226,Very Low Likelihood
11182,7.878,Very Low Likelihood
11183,10.984,Very Low Likelihood
11184,6.434,Very Low Likelihood
11185,19.503,Very Low Likelihood
11186,8.671,Very Low Likelihood
11187,7.558,Very Low Likelihood
11188,18.449,Very Low Likelihood
11189,53.403,Medium Likelihood
11190,1.253,Very Low Likelihood
11191,6.896,Very Low Likelihood
11192,10.699,Very Low Likelihood
11193,5.82,Very Low Likelihood
11194,5.952,Very Low Likelihood
11195,0.444,Very Low Likelihood
11196,0.616,Very Low Likelihood
11197,17.422,Very Low Likelihood
11198,0.322,Very Low Likelihood
11199,5.812,Very Low Likelihood
11200,3.319,Very Low Likelihood
11201,9.869,Very Low Likelihood
11202,2.284,Very Low Likelihood
11203,0.655,Very Low Likelihood
11204,4.882,Very Low Likelihood
11205,72.067,High Likelihood
11206,11.475,Very Low Likelihood
11207,4.204,Very Low Likelihood
11208,2.419,Very Low Likelihood
11209,3.079,Very Low Likelihood
11210,3.244,Very Low Likelihood
11211,0.814,Very Low Likelihood
11212,8.493,Very Low Likelihood
11213,5.666,Very Low Likelihood
11214,3.218,Very Low Likelihood
11215,0.152,Very Low Likelihood
11216,0.534,Very Low Likelihood
11217,23.684,Very Low Likelihood
11218,7.806,Very Low Likelihood
11219,0.97,Very Low Likelihood
11220,1.074,Very Low Likelihood
11221,66.495,Medium Likelihood
11222,7.313,Very Low Likelihood
11223,6.255,Very Low Likelihood
11224,7.234,Very Low Likelihood
11225,15.585,Very Low Likelihood
11226,0.29,Very Low Likelihood
11227,0.594,Very Low Likelihood
11228,3.041,Very Low Likelihood
11229,58.236,Medium Likelihood
11230,11.433,Very Low Likelihood
11231,2.704,Very Low Likelihood
11232,1.753,Very Low Likelihood
11233,15.739,Very Low Likelihood
11234,1.137,Very Low Likelihood
11235,10.137,Very Low Likelihood
11236,5.67,Very Low Likelihood
11237,48.462,Low Likelihood
11238,0.926,Very Low Likelihood
11239,12.033,Very Low Likelihood
11240,0.73,Very Low Likelihood
11241,20.049,Very Low Likelihood
11242,8.691,Very Low Likelihood
11243,4.533,Very Low Likelihood
11244,17.893,Very Low Likelihood
11245,20.524,Very Low Likelihood
11246,2.249,Very Low Likelihood
11247,2.271,Very Low Likelihood
11248,0.652,Very Low Likelihood
11249,47.279,Low Likelihood
11250,0.438,Very Low Likelihood
11251,0.945,Very Low Likelihood
11252,4.844,Very Low Likelihood
11253,54.071,Medium Likelihood
11254,4.419,Very Low Likelihood
11255,1.135,Very Low Likelihood
11256,0.208,Very Low Likelihood
11257,40.423,Low Likelihood
11258,4.679,Very Low Likelihood
11259,5.696,Very Low Likelihood
11260,0.296,Very Low Likelihood
11261,10.026,Very Low Likelihood
11262,0.403,Very Low Likelihood
11263,0.853,Very Low Likelihood
11264,2.665,Very Low Likelihood
11265,2.957,Very Low Likelihood
11266,1.689,Very Low Likelihood
11267,1.569,Very Low Likelihood
11268,0.251,Very Low Likelihood
11269,3.876,Very Low Likelihood
11270,1.653,Very Low Likelihood
11271,3.33,Very Low Likelihood
11272,0.493,Very Low Likelihood
11273,11.796,Very Low Likelihood
11274,0.93,Very Low Likelihood
11275,6.92,Very Low Likelihood
11276,0.294,Very Low Likelihood
11277,9.488,Very Low Likelihood
11278,4.896,Very Low Likelihood
11279,0.181,Very Low Likelihood
11280,9.316,Very Low Likelihood
11281,14.271,Very Low Likelihood
11282,1.026,Very Low Likelihood
11283,0.797,Very Low Likelihood
11284,0.54,Very Low Likelihood
11285,24.725,Very Low Likelihood
11286,0.622,Very Low Likelihood
11287,5.641,Very Low Likelihood
11288,11.849,Very Low Likelihood
11289,34.717,Low Likelihood
11290,7.205,Very Low Likelihood
11291,0.361,Very Low Likelihood
11292,1.749,Very Low Likelihood
11293,5.338,Very Low Likelihood
11294,4.537,Very Low Likelihood
11295,0.43,Very Low Likelihood
11296,0.224,Very Low Likelihood
11297,58.224,Medium Likelihood
11298,4.313,Very Low Likelihood
11299,1.312,Very Low Likelihood
11300,7.739,Very Low Likelihood
11301,20.006,Very Low Likelihood
11302,0.209,Very Low Likelihood
11303,0.202,Very Low Likelihood
11304,5.533,Very Low Likelihood
11305,6.097,Very Low Likelihood
11306,0.506,Very Low Likelihood
11307,4.116,Very Low Likelihood
11308,6.274,Very Low Likelihood
11309,52.741,Medium Likelihood
11310,9.08,Very Low Likelihood
11311,0.435,Very Low Likelihood
11312,0.369,Very Low Likelihood
11313,2.869,Very Low Likelihood
11314,3.437,Very Low Likelihood
11315,1.449,Very Low Likelihood
11316,1.015,Very Low Likelihood
11317,4.075,Very Low Likelihood
11318,8.288,Very Low Likelihood
11319,3.248,Very Low Likelihood
11320,0.881,Very Low Likelihood
11321,38.434,Low Likelihood
11322,18.479,Very Low Likelihood
11323,1.29,Very Low Likelihood
11324,0.731,Very Low Likelihood
11325,41.261,Low Likelihood
11326,0.268,Very Low Likelihood
11327,2.011,Very Low Likelihood
11328,0.901,Very Low Likelihood
11329,36.618,Low Likelihood
11330,0.297,Very Low Likelihood
11331,0.57,Very Low Likelihood
11332,0.731,Very Low Likelihood
11333,47.805,Low Likelihood
11334,5.411,Very Low Likelihood
11335,2.761,Very Low Likelihood
11336,4.607,Very Low Likelihood
11337,7.799,Very Low Likelihood
11338,2.854,Very Low Likelihood
11339,2.531,Very Low Likelihood
11340,2.613,Very Low Likelihood
11341,14.417,Very Low Likelihood
11342,0.678,Very Low Likelihood
11343,5.585,Very Low Likelihood
11344,0.288,Very Low Likelihood
11345,30.903,Low Likelihood
11346,0.609,Very Low Likelihood
11347,2.927,Very Low Likelihood
11348,0.433,Very Low Likelihood
11349,61.289,Medium Likelihood
11350,0.317,Very Low Likelihood
11351,0.25,Very Low Likelihood
11352,1.938,Very Low Likelihood
11353,45.735,Low Likelihood
11354,0.329,Very Low Likelihood
11355,0.614,Very Low Likelihood
11356,2.958,Very Low Likelihood
11357,47.232,Low Likelihood
11358,0.391,Very Low Likelihood
11359,9.265,Very Low Likelihood
11360,0.684,Very Low Likelihood
11361,62.385,Medium Likelihood
11362,9.041,Very Low Likelihood
11363,1.191,Very Low Likelihood
11364,0.754,Very Low Likelihood
11365,63.352,Medium Likelihood
11366,7.874,Very Low Likelihood
11367,2.588,Very Low Likelihood
11368,1.569,Very Low Likelihood
11369,8.742,Very Low Likelihood
11370,0.835,Very Low Likelihood
11371,4.816,Very Low Likelihood
11372,0.121,Very Low Likelihood
11373,26.815,Low Likelihood
11374,0.596,Very Low Likelihood
11375,10.778,Very Low Likelihood
11376,1.077,Very Low Likelihood
11377,3.744,Very Low Likelihood
11378,0.305,Very Low Likelihood
11379,1.994,Very Low Likelihood
11380,0.129,Very Low Likelihood
11381,26.923,Low Likelihood
11382,10.218,Very Low Likelihood
11383,1.48,Very Low Likelihood
11384,10.451,Very Low Likelihood
11385,9.889,Very Low Likelihood
11386,4.913,Very Low Likelihood
11387,5.841,Very Low Likelihood
11388,0.441,Very Low Likelihood
11389,27.287,Low Likelihood
11390,0.596,Very Low Likelihood
11391,0.564,Very Low Likelihood
11392,1.386,Very Low Likelihood
11393,11.088,Very Low Likelihood
11394,6.455,Very Low Likelihood
11395,1.157,Very Low Likelihood
11396,4.551,Very Low Likelihood
11397,22.404,Very Low Likelihood
11398,5.838,Very Low Likelihood
11399,0.699,Very Low Likelihood
11400,5.269,Very Low Likelihood
11401,50.273,Medium Likelihood
11402,0.689,Very Low Likelihood
11403,3.004,Very Low Likelihood
11404,0.802,Very Low Likelihood
11405,17.934,Very Low Likelihood
11406,7.456,Very Low Likelihood
11407,0.245,Very Low Likelihood
11408,2.391,Very Low Likelihood
11409,46.384,Low Likelihood
11410,13.741,Very Low Likelihood
11411,1.719,Very Low Likelihood
11412,11.842,Very Low Likelihood
11413,14.143,Very Low Likelihood
11414,2.37,Very Low Likelihood
11415,2.107,Very Low Likelihood
11416,7.194,Very Low Likelihood
11417,32.629,Low Likelihood
11418,0.467,Very Low Likelihood
11419,0.742,Very Low Likelihood
11420,2.624,Very Low Likelihood
11421,64.389,Medium Likelihood
11422,3.083,Very Low Likelihood
11423,1.283,Very Low Likelihood
11424,0.534,Very Low Likelihood
11425,63.837,Medium Likelihood
11426,7.316,Very Low Likelihood
11427,11.309,Very Low Likelihood
11428,5.765,Very Low Likelihood
11429,35.231,Low Likelihood
11430,1.375,Very Low Likelihood
11431,1.979,Very Low Likelihood
11432,0.923,Very Low Likelihood
11433,68.979,Medium Likelihood
11434,0.423,Very Low Likelihood
11435,7.367,Very Low Likelihood
11436,0.472,Very Low Likelihood
11437,9.782,Very Low Likelihood
11438,0.73,Very Low Likelihood
11439,0.548,Very Low Likelihood
11440,1.312,Very Low Likelihood
11441,62.523,Medium Likelihood
11442,0.347,Very Low Likelihood
11443,9.649,Very Low Likelihood
11444,6.343,Very Low Likelihood
11445,67.931,Medium Likelihood
11446,6.102,Very Low Likelihood
11447,5.985,Very Low Likelihood
11448,0.455,Very Low Likelihood
11449,32.494,Low Likelihood
11450,1.644,Very Low Likelihood
11451,2.283,Very Low Likelihood
11452,3.933,Very Low Likelihood
11453,24.487,Very Low Likelihood
11454,1.786,Very Low Likelihood
11455,6.882,Very Low Likelihood
11456,0.236,Very Low Likelihood
11457,3.163,Very Low Likelihood
11458,0.647,Very Low Likelihood
11459,3.346,Very Low Likelihood
11460,0.814,Very Low Likelihood
11461,16.445,Very Low Likelihood
11462,0.85,Very Low Likelihood
11463,1.43,Very Low Likelihood
11464,2.964,Very Low Likelihood
11465,66.105,Medium Likelihood
11466,0.694,Very Low Likelihood
11467,4.054,Very Low Likelihood
11468,0.791,Very Low Likelihood
11469,49.457,Low Likelihood
11470,5.915,Very Low Likelihood
11471,3.82,Very Low Likelihood
11472,3.096,Very Low Likelihood
11473,7.857,Very Low Likelihood
11474,0.573,Very Low Likelihood
11475,3.326,Very Low Likelihood
11476,5.33,Very Low Likelihood
11477,20.377,Very Low Likelihood
11478,1.199,Very Low Likelihood
11479,2.344,Very Low Likelihood
11480,0.277,Very Low Likelihood
11481,66.008,Medium Likelihood
11482,8.037,Very Low Likelihood
11483,1.127,Very Low Likelihood
11484,1.136,Very Low Likelihood
11485,25.339,Low Likelihood
11486,9.593,Very Low Likelihood
11487,5.825,Very Low Likelihood
11488,3.05,Very Low Likelihood
11489,23.918,Very Low Likelihood
11490,0.634,Very Low Likelihood
11491,0.363,Very Low Likelihood
11492,5.128,Very Low Likelihood
11493,17.076,Very Low Likelihood
11494,3.939,Very Low Likelihood
11495,0.893,Very Low Likelihood
11496,0.384,Very Low Likelihood
11497,16.744,Very Low Likelihood
11498,7.851,Very Low Likelihood
11499,9.416,Very Low Likelihood
11500,3.847,Very Low Likelihood
11501,23.089,Very Low Likelihood
11502,1.661,Very Low Likelihood
11503,5.052,Very Low Likelihood
11504,2.448,Very Low Likelihood
11505,3.591,Very Low Likelihood
11506,0.344,Very Low Likelihood
11507,4.197,Very Low Likelihood
11508,0.951,Very Low Likelihood
11509,60.492,Medium Likelihood
11510,1.73,Very Low Likelihood
11511,0.967,Very Low Likelihood
11512,0.372,Very Low Likelihood
11513,12.09,Very Low Likelihood
11514,0.698,Very Low Likelihood
11515,4.474,Very Low Likelihood
11516,4.971,Very Low Likelihood
11517,50.57,Medium Likelihood
11518,2.647,Very Low Likelihood
11519,7.492,Very Low Likelihood
11520,1.587,Very Low Likelihood
11521,36.437,Low Likelihood
11522,2.369,Very Low Likelihood
11523,1.405,Very Low Likelihood
11524,0.58,Very Low Likelihood
11525,15.159,Very Low Likelihood
11526,0.66,Very Low Likelihood
11527,0.496,Very Low Likelihood
11528,6.482,Very Low Likelihood
11529,12.587,Very Low Likelihood
11530,0.304,Very Low Likelihood
11531,0.813,Very Low Likelihood
11532,0.862,Very Low Likelihood
11533,35.751,Low Likelihood
11534,0.706,Very Low Likelihood
11535,3.358,Very Low Likelihood
11536,0.413,Very Low Likelihood
11537,31.237,Low Likelihood
11538,2.796,Very Low Likelihood
11539,4.005,Very Low Likelihood
11540,0.826,Very Low Likelihood
11541,42.453,Low Likelihood
11542,14.566,Very Low Likelihood
11543,1.671,Very Low Likelihood
11544,0.223,Very Low Likelihood
11545,40.019,Low Likelihood
11546,1.808,Very Low Likelihood
11547,5.151,Very Low Likelihood
11548,6.649,Very Low Likelihood
11549,6.757,Very Low Likelihood
11550,5.053,Very Low Likelihood
11551,0.437,Very Low Likelihood
11552,2.717,Very Low Likelihood
11553,18.098,Very Low Likelihood
11554,1.014,Very Low Likelihood
11555,1.748,Very Low Likelihood
11556,1.273,Very Low Likelihood
11557,58.733,Medium Likelihood
11558,0.528,Very Low Likelihood
11559,5.833,Very Low Likelihood
11560,2.189,Very Low Likelihood
11561,4.653,Very Low Likelihood
11562,0.371,Very Low Likelihood
11563,2.885,Very Low Likelihood
11564,0.929,Very Low Likelihood
11565,8.357,Very Low Likelihood
11566,8.732,Very Low Likelihood
11567,7.527,Very Low Likelihood
11568,4.074,Very Low Likelihood
11569,29.495,Low Likelihood
11570,13.522,Very Low Likelihood
11571,3.717,Very Low Likelihood
11572,1.652,Very Low Likelihood
11573,5.049,Very Low Likelihood
11574,5.479,Very Low Likelihood
11575,2.425,Very Low Likelihood
11576,1.551,Very Low Likelihood
11577,2.708,Very Low Likelihood
11578,2.62,Very Low Likelihood
11579,4.986,Very Low Likelihood
11580,0.954,Very Low Likelihood
11581,5.805,Very Low Likelihood
11582,0.261,Very Low Likelihood
11583,2.543,Very Low Likelihood
11584,1.917,Very Low Likelihood
11585,47.428,Low Likelihood
11586,1.088,Very Low Likelihood
11587,2.492,Very Low Likelihood
11588,2.917,Very Low Likelihood
11589,19.55,Very Low Likelihood
11590,3.17,Very Low Likelihood
11591,3.258,Very Low Likelihood
11592,9.467,Very Low Likelihood
11593,9.802,Very Low Likelihood
11594,2.406,Very Low Likelihood
11595,1.736,Very Low Likelihood
11596,1.848,Very Low Likelihood
11597,24.82,Very Low Likelihood
11598,8.668,Very Low Likelihood
11599,0.384,Very Low Likelihood
11600,3.125,Very Low Likelihood
11601,7.404,Very Low Likelihood
11602,7.75,Very Low Likelihood
11603,0.981,Very Low Likelihood
11604,9.137,Very Low Likelihood
11605,6.589,Very Low Likelihood
11606,3.365,Very Low Likelihood
11607,0.671,Very Low Likelihood
11608,0.645,Very Low Likelihood
11609,38.443,Low Likelihood
11610,0.26,Very Low Likelihood
11611,0.55,Very Low Likelihood
11612,1.611,Very Low Likelihood
11613,48.896,Low Likelihood
11614,1.485,Very Low Likelihood
11615,11.803,Very Low Likelihood
11616,0.256,Very Low Likelihood
11617,5.53,Very Low Likelihood
11618,0.679,Very Low Likelihood
11619,0.687,Very Low Likelihood
11620,2.739,Very Low Likelihood
11621,28.017,Low Likelihood
11622,0.413,Very Low Likelihood
11623,0.433,Very Low Likelihood
11624,4.586,Very Low Likelihood
11625,45.871,Low Likelihood
11626,0.326,Very Low Likelihood
11627,11.956,Very Low Likelihood
11628,4.746,Very Low Likelihood
11629,4.798,Very Low Likelihood
11630,7.028,Very Low Likelihood
11631,1.271,Very Low Likelihood
11632,6.18,Very Low Likelihood
11633,73.335,High Likelihood
11634,0.281,Very Low Likelihood
11635,0.507,Very Low Likelihood
11636,3.044,Very Low Likelihood
11637,5.662,Very Low Likelihood
11638,4.991,Very Low Likelihood
11639,5.821,Very Low Likelihood
11640,5.414,Very Low Likelihood
11641,50.804,Medium Likelihood
11642,0.295,Very Low Likelihood
11643,11.337,Very Low Likelihood
11644,1.375,Very Low Likelihood
11645,7.694,Very Low Likelihood
11646,0.33,Very Low Likelihood
11647,1.257,Very Low Likelihood
11648,1.672,Very Low Likelihood
11649,13.17,Very Low Likelihood
11650,17.728,Very Low Likelihood
11651,0.213,Very Low Likelihood
11652,0.255,Very Low Likelihood
11653,33.606,Low Likelihood
11654,1.249,Very Low Likelihood
11655,0.395,Very Low Likelihood
11656,2.737,Very Low Likelihood
11657,3.902,Very Low Likelihood
11658,0.482,Very Low Likelihood
11659,1.419,Very Low Likelihood
11660,1.048,Very Low Likelihood
11661,38.066,Low Likelihood
11662,2.581,Very Low Likelihood
11663,0.546,Very Low Likelihood
11664,2.525,Very Low Likelihood
11665,28.203,Low Likelihood
11666,0.374,Very Low Likelihood
11667,0.727,Very Low Likelihood
11668,1.359,Very Low Likelihood
11669,30.101,Low Likelihood
11670,5.649,Very Low Likelihood
11671,15.632,Very Low Likelihood
11672,1.386,Very Low Likelihood
11673,27.111,Low Likelihood
11674,2.494,Very Low Likelihood
11675,0.292,Very Low Likelihood
11676,0.352,Very Low Likelihood
11677,8.648,Very Low Likelihood
